country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value,composite_key
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-07-03 14:00:00,24.762518,84.982348,PM2.5,99.0,135.0,117.0,"SFTI Kusdihra, Gaya - BSPCB|PM2.5|2026-07-03 14:00:00"
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-07-03 14:00:00,24.762518,84.982348,PM10,101.0,158.0,129.0,"SFTI Kusdihra, Gaya - BSPCB|PM10|2026-07-03 14:00:00"
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-07-03 14:00:00,24.762518,84.982348,NO2,14.0,50.0,32.0,"SFTI Kusdihra, Gaya - BSPCB|NO2|2026-07-03 14:00:00"
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-07-03 14:00:00,24.762518,84.982348,CO,3.0,4.0,3.0,"SFTI Kusdihra, Gaya - BSPCB|CO|2026-07-03 14:00:00"
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-07-03 14:00:00,24.762518,84.982348,SO2,48.0,78.0,63.0,"SFTI Kusdihra, Gaya - BSPCB|SO2|2026-07-03 14:00:00"
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-07-03 14:00:00,24.762518,84.982348,O3,24.0,54.0,39.0,"SFTI Kusdihra, Gaya - BSPCB|O3|2026-07-03 14:00:00"
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-07-03 14:00:00,24.762518,84.982348,NH3,12.0,23.0,17.0,"SFTI Kusdihra, Gaya - BSPCB|NH3|2026-07-03 14:00:00"
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-07-03 14:00:00,28.636429,77.201067,PM2.5,88.0,140.0,114.0,"Mandir Marg, Delhi - DPCC|PM2.5|2026-07-03 14:00:00"
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-07-03 14:00:00,28.636429,77.201067,NO2,39.0,64.0,51.0,"Mandir Marg, Delhi - DPCC|NO2|2026-07-03 14:00:00"
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-07-03 14:00:00,28.636429,77.201067,CO,3.0,4.0,3.0,"Mandir Marg, Delhi - DPCC|CO|2026-07-03 14:00:00"
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-07-03 14:00:00,28.636429,77.201067,SO2,36.0,58.0,47.0,"Mandir Marg, Delhi - DPCC|SO2|2026-07-03 14:00:00"
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-07-03 14:00:00,28.636429,77.201067,O3,29.0,51.0,40.0,"Mandir Marg, Delhi - DPCC|O3|2026-07-03 14:00:00"
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-07-03 14:00:00,28.636429,77.201067,NH3,13.0,48.0,30.0,"Mandir Marg, Delhi - DPCC|NH3|2026-07-03 14:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 14:00:00,19.036814,72.860041,PM2.5,81.0,115.0,98.0,"Sion, Mumbai - MPCB|PM2.5|2026-07-03 14:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 14:00:00,19.036814,72.860041,PM10,180.0,215.0,197.0,"Sion, Mumbai - MPCB|PM10|2026-07-03 14:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 14:00:00,19.036814,72.860041,NO2,28.0,57.0,42.0,"Sion, Mumbai - MPCB|NO2|2026-07-03 14:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 14:00:00,19.036814,72.860041,SO2,16.0,46.0,31.0,"Sion, Mumbai - MPCB|SO2|2026-07-03 14:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 14:00:00,19.036814,72.860041,O3,12.0,25.0,18.0,"Sion, Mumbai - MPCB|O3|2026-07-03 14:00:00"
