country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value,composite_key
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-07-03 13:00:00,24.762518,84.982348,PM10,47.0,74.0,60.0,"SFTI Kusdihra, Gaya - BSPCB|PM10|2026-07-03 13:00:00"
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-07-03 13:00:00,24.762518,84.982348,SO2,14.0,40.0,27.0,"SFTI Kusdihra, Gaya - BSPCB|SO2|2026-07-03 13:00:00"
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-07-03 13:00:00,24.762518,84.982348,NH3,,41.0,32.0,"SFTI Kusdihra, Gaya - BSPCB|NH3|2026-07-03 13:00:00"
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-07-03 13:00:00,28.636429,77.201067,PM2.5,170.0,238.0,204.0,"Mandir Marg, Delhi - DPCC|PM2.5|2026-07-03 13:00:00"
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-07-03 13:00:00,28.636429,77.201067,PM10,134.0,217.0,175.0,"Mandir Marg, Delhi - DPCC|PM10|2026-07-03 13:00:00"
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-07-03 13:00:00,28.636429,77.201067,NO2,35.0,73.0,54.0,"Mandir Marg, Delhi - DPCC|NO2|2026-07-03 13:00:00"
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-07-03 13:00:00,28.636429,77.201067,CO,1.0,4.0,2.0,"Mandir Marg, Delhi - DPCC|CO|2026-07-03 13:00:00"
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-07-03 13:00:00,28.636429,77.201067,SO2,28.0,63.0,45.0,"Mandir Marg, Delhi - DPCC|SO2|2026-07-03 13:00:00"
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-07-03 13:00:00,28.636429,77.201067,NH3,,35.0,24.0,"Mandir Marg, Delhi - DPCC|NH3|2026-07-03 13:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,PM2.5,168.0,258.0,213.0,"Sion, Mumbai - MPCB|PM2.5|2026-07-03 13:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,PM10,58.0,141.0,99.0,"Sion, Mumbai - MPCB|PM10|2026-07-03 13:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,NO2,45.0,76.0,60.0,"Sion, Mumbai - MPCB|NO2|2026-07-03 13:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,CO,3.0,5.0,4.0,"Sion, Mumbai - MPCB|CO|2026-07-03 13:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,SO2,34.0,45.0,39.0,"Sion, Mumbai - MPCB|SO2|2026-07-03 13:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,NH3,33.0,64.0,48.0,"Sion, Mumbai - MPCB|NH3|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,PM2.5,,166.0,149.0,"City Railway Station, Bengaluru - KSPCB|PM2.5|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,PM10,118.0,139.0,128.0,"City Railway Station, Bengaluru - KSPCB|PM10|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,CO,3.0,6.0,4.0,"City Railway Station, Bengaluru - KSPCB|CO|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,SO2,46.0,67.0,56.0,"City Railway Station, Bengaluru - KSPCB|SO2|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,O3,28.0,65.0,46.0,"City Railway Station, Bengaluru - KSPCB|O3|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,NH3,33.0,49.0,41.0,"City Railway Station, Bengaluru - KSPCB|NH3|2026-07-03 13:00:00"
India,Tamil Nadu,Chennai,"Alandur, Chennai - TNPCB",2026-07-03 13:00:00,12.999674,80.201193,PM2.5,172.0,255.0,213.0,"Alandur, Chennai - TNPCB|PM2.5|2026-07-03 13:00:00"
India,Tamil Nadu,Chennai,"Alandur, Chennai - TNPCB",2026-07-03 13:00:00,12.999674,80.201193,PM10,122.0,170.0,146.0,"Alandur, Chennai - TNPCB|PM10|2026-07-03 13:00:00"
India,Tamil Nadu,Chennai,"Alandur, Chennai - TNPCB",2026-07-03 13:00:00,12.999674,80.201193,NO2,18.0,33.0,25.0,"Alandur, Chennai - TNPCB|NO2|2026-07-03 13:00:00"
India,Tamil Nadu,Chennai,"Alandur, Chennai - TNPCB",2026-07-03 13:00:00,12.999674,80.201193,CO,2.0,3.0,2.0,"Alandur, Chennai - TNPCB|CO|2026-07-03 13:00:00"
India,Tamil Nadu,Chennai,"Alandur, Chennai - TNPCB",2026-07-03 13:00:00,12.999674,80.201193,SO2,12.0,43.0,27.0,"Alandur, Chennai - TNPCB|SO2|2026-07-03 13:00:00"
India,Tamil Nadu,Chennai,"Alandur, Chennai - TNPCB",2026-07-03 13:00:00,12.999674,80.201193,O3,10.0,28.0,19.0,"Alandur, Chennai - TNPCB|O3|2026-07-03 13:00:00"
India,Tamil Nadu,Chennai,"Alandur, Chennai - TNPCB",2026-07-03 13:00:00,12.999674,80.201193,NH3,23.0,50.0,36.0,"Alandur, Chennai - TNPCB|NH3|2026-07-03 13:00:00"
India,West Bengal,Kolkata,"Victoria, Kolkata - WBPCB",2026-07-03 13:00:00,22.544808,88.342558,PM2.5,161.0,212.0,186.0,"Victoria, Kolkata - WBPCB|PM2.5|2026-07-03 13:00:00"
India,West Bengal,Kolkata,"Victoria, Kolkata - WBPCB",2026-07-03 13:00:00,22.544808,88.342558,PM10,89.0,167.0,128.0,"Victoria, Kolkata - WBPCB|PM10|2026-07-03 13:00:00"
