country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value,composite_key
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-07-03 13:00:00,24.762518,84.982348,PM2.5,33.0,103.0,68.0,"SFTI Kusdihra, Gaya - BSPCB|PM2.5|2026-07-03 13:00:00"
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-07-03 13:00:00,24.762518,84.982348,PM10,97.0,122.0,109.0,"SFTI Kusdihra, Gaya - BSPCB|PM10|2026-07-03 13:00:00"
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-07-03 13:00:00,24.762518,84.982348,NO2,38.0,73.0,55.0,"SFTI Kusdihra, Gaya - BSPCB|NO2|2026-07-03 13:00:00"
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-07-03 13:00:00,24.762518,84.982348,CO,4.0,5.0,4.0,"SFTI Kusdihra, Gaya - BSPCB|CO|2026-07-03 13:00:00"
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-07-03 13:00:00,24.762518,84.982348,SO2,38.0,64.0,51.0,"SFTI Kusdihra, Gaya - BSPCB|SO2|2026-07-03 13:00:00"
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-07-03 13:00:00,24.762518,84.982348,O3,31.0,63.0,47.0,"SFTI Kusdihra, Gaya - BSPCB|O3|2026-07-03 13:00:00"
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-07-03 13:00:00,24.762518,84.982348,NH3,41.0,70.0,55.0,"SFTI Kusdihra, Gaya - BSPCB|NH3|2026-07-03 13:00:00"
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-07-03 13:00:00,28.636429,77.201067,PM10,45.0,101.0,73.0,"Mandir Marg, Delhi - DPCC|PM10|2026-07-03 13:00:00"
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-07-03 13:00:00,28.636429,77.201067,NO2,19.0,36.0,27.0,"Mandir Marg, Delhi - DPCC|NO2|2026-07-03 13:00:00"
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-07-03 13:00:00,28.636429,77.201067,CO,,4.0,3.0,"Mandir Marg, Delhi - DPCC|CO|2026-07-03 13:00:00"
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-07-03 13:00:00,28.636429,77.201067,SO2,19.0,43.0,31.0,"Mandir Marg, Delhi - DPCC|SO2|2026-07-03 13:00:00"
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-07-03 13:00:00,28.636429,77.201067,O3,17.0,38.0,27.0,"Mandir Marg, Delhi - DPCC|O3|2026-07-03 13:00:00"
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-07-03 13:00:00,28.636429,77.201067,NH3,46.0,77.0,61.0,"Mandir Marg, Delhi - DPCC|NH3|2026-07-03 13:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,PM2.5,141.0,198.0,169.0,"Sion, Mumbai - MPCB|PM2.5|2026-07-03 13:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,PM10,110.0,155.0,132.0,"Sion, Mumbai - MPCB|PM10|2026-07-03 13:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,NO2,10.0,27.0,18.0,"Sion, Mumbai - MPCB|NO2|2026-07-03 13:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,CO,1.0,4.0,2.0,"Sion, Mumbai - MPCB|CO|2026-07-03 13:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,SO2,43.0,78.0,60.0,"Sion, Mumbai - MPCB|SO2|2026-07-03 13:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,O3,18.0,43.0,30.0,"Sion, Mumbai - MPCB|O3|2026-07-03 13:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,NH3,47.0,74.0,60.0,"Sion, Mumbai - MPCB|NH3|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,PM2.5,51.0,148.0,99.0,"City Railway Station, Bengaluru - KSPCB|PM2.5|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,PM10,134.0,185.0,159.0,"City Railway Station, Bengaluru - KSPCB|PM10|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,NO2,39.0,60.0,49.0,"City Railway Station, Bengaluru - KSPCB|NO2|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,CO,4.0,6.0,5.0,"City Railway Station, Bengaluru - KSPCB|CO|2026-07-03 13:00:00"
